On how many different grounds were seasons chaired by Ronaldo held,['http://dbpedia.org/resource/Ronaldo'],['http://dbpedia.org/resource/Ronaldo'],1.0,1.0
Which source country of SamurAbsheron channel is the birth place of Anar Salmanov ,"['http://dbpedia.org/resource/Samur–Absheron_channel', 'http://dbpedia.org/resource/Anar_Salmanov']","['http://dbpedia.org/resource/Anar_Salmanov', '']",0.5,0.5
Where was the battle fought where 2nd Foreign Infantry Regiment participated  ,['http://dbpedia.org/resource/2nd_Foreign_Infantry_Regiment'],['http://dbpedia.org/resource/2nd_Foreign_Infantry_Regiment'],1.0,1.0
What is the operator of SR class 3Sub ,['http://dbpedia.org/resource/SR_class_3Sub'],"['http://dbpedia.org/resource/SR_class_3Sub', 'http://dbpedia.org/resource/SR']",0.5,1.0
Which band's  former member are Kevin Jonas and Joe Jonas,"['http://dbpedia.org/resource/Kevin_Jonas', 'http://dbpedia.org/resource/Joe_Jonas']","['http://dbpedia.org/resource/Joe_Jonas', 'http://dbpedia.org/resource/Kevin_Jonas']",1.0,1.0
Did Timm Gunn guest in Sunrise (HIMYM),"['http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)', 'http://dbpedia.org/resource/Tim_Gunn']","['', 'http://dbpedia.org/resource/Sunrise']",0.0,0.0
Name the tenants of O.co Coliseum ,['http://dbpedia.org/resource/O.co_Coliseum'],['http://dbpedia.org/resource/O.co_Coliseum'],1.0,1.0
which politician is currently ruling over Rishkiesh,['http://dbpedia.org/resource/Rishikesh'],['http://dbpedia.org/resource/Rishikesh'],1.0,1.0
Is north america one of the destinations of airtours airways,"['http://dbpedia.org/resource/Airtours_International_Airways', 'http://dbpedia.org/resource/North_America']","['http://dbpedia.org/resource/Airtours_International_Airways', 'http://dbpedia.org/resource/North_of_America']",1.0,1.0
Who have done their PhDs under a National Medal of Science winner,['http://dbpedia.org/resource/National_Medal_of_Science'],['http://dbpedia.org/resource/PHD'],0.0,0.0
Who is the common manager of Aston Villa 2000-02 season and aldo the manager of Middlesbrough F.C. season 2009-10,"['http://dbpedia.org/resource/2000–01_Aston_Villa_F.C._season', 'http://dbpedia.org/resource/2009–10_Middlesbrough_F.C._season']","['http://dbpedia.org/resource/2009–10_Middlesbrough_F.C._season', 'http://dbpedia.org/resource/2009–10_Aston_Villa_F.C._season', 'http://dbpedia.org/resource/2001–02_Aston_Villa_F.C._season', 'http://dbpedia.org/resource/Aldo']",0.25,0.5
Name the mascot of the military branch of William Harper.,['http://dbpedia.org/resource/William_Harper_(Rhodesian_politician)'],['http://dbpedia.org/resource/William_Harper'],1.0,1.0
"How many tenats have been there, of the constructions of PCL constructures",['http://dbpedia.org/resource/PCL_Construction'],['http://dbpedia.org/resource/PCL_Construction'],1.0,1.0
Was Kevin Jonas a part of Jonas brothers,"['http://dbpedia.org/resource/Jonas_Brothers', 'http://dbpedia.org/resource/Kevin_Jonas']","['http://dbpedia.org/resource/Jonas_Brothers', 'http://dbpedia.org/resource/Kevin_Jonas']",1.0,1.0
"What was the book that lead to Sagan's Cosmos, about",['http://dbpedia.org/resource/Cosmos_(Carl_Sagan_book)'],['http://dbpedia.org/resource/Cosmos_(Carl_Sagan_book)'],1.0,1.0
"Which kind of conventions are held in Rosemont, Illinois","['http://dbpedia.org/resource/Rosemont,_Illinois']","['http://dbpedia.org/resource/Rosemont,_Illinois', 'http://dbpedia.org/resource/Illinois']",0.5,1.0
What are the type of Greenup County High School,['http://dbpedia.org/resource/Greenup_County_High_School'],['http://dbpedia.org/resource/Greenup_County_High_School'],1.0,1.0
List the teams for which Bobby Hoppe played ,['http://dbpedia.org/resource/Bobby_Hoppe'],['http://dbpedia.org/resource/Bobby_Hoppe'],1.0,1.0
What are some famous works of the writer of The Second Coming,['http://dbpedia.org/resource/The_Second_Coming_(TV_serial)'],['http://dbpedia.org/resource/The_Second_Coming'],0.0,0.0
How many books have been penned by Miguel de Cervantes,['http://dbpedia.org/resource/Miguel_de_Cervantes'],['http://dbpedia.org/resource/Miguel_de_Cervantes'],1.0,1.0
Which labels signs up progressive rock bands,['http://dbpedia.org/resource/Progressive_rock'],['http://dbpedia.org/resource/Progressive_rock'],1.0,1.0
"What are the schools whose city is Reading, Berkshire","['http://dbpedia.org/resource/Reading,_Berkshire']","['http://dbpedia.org/resource/Reading,_Berkshire']",1.0,1.0
Which magazine's editor is married to Crystal Harris,['http://dbpedia.org/resource/Crystal_Harris'],['http://dbpedia.org/resource/Crystal_Harris'],1.0,1.0
Does the west thurrock come under Essex county,"['http://dbpedia.org/resource/West_Thurrock', 'http://dbpedia.org/resource/Essex']","['http://dbpedia.org/resource/West_Thurrock', 'http://dbpedia.org/resource/Essex_County']",0.5,0.5
How many people have headed organizations headquartered at Niederkirchnerstrae,['http://dbpedia.org/resource/Niederkirchnerstraße'],['http://dbpedia.org/resource/Niederkirchnerstraße'],1.0,1.0
In which television shows have Steven Moffat served as an executive producer,['http://dbpedia.org/resource/Steven_Moffat'],['http://dbpedia.org/resource/Steven_Moffat'],1.0,1.0
Which shareholder of Dagenham wind turbines is also the parent company of the Ford Falcon Cobra,"['http://dbpedia.org/resource/Ford_Falcon_Cobra', 'http://dbpedia.org/resource/Dagenham_wind_turbines']","['http://dbpedia.org/resource/Dagenham_Ford_Wind_Turbines', 'http://dbpedia.org/resource/Ford_Falcon_Cobra']",1.0,1.0
What are the airlines whose hub is San Francisco International Airport,['http://dbpedia.org/resource/San_Francisco_International_Airport'],['http://dbpedia.org/resource/San_Francisco_International_Airport'],1.0,1.0
Where can I find things run by the maritime museum of San Diego,['http://dbpedia.org/resource/Maritime_Museum_of_San_Diego'],['http://dbpedia.org/resource/San_Diego'],0.0,0.0
"What is the local authority of the Trinity School, Brentwood and place of birth of the Sarah Walker (badminton) ","['http://dbpedia.org/resource/Trinity_School,_Brentwood', 'http://dbpedia.org/resource/Sarah_Walker_(badminton)']","['http://dbpedia.org/resource/Trinity_School,_Brentwood', 'http://dbpedia.org/resource/Sarah_Walker_(badminton)']",1.0,1.0
How many services does 21Vianet provide,['http://dbpedia.org/resource/21Vianet'],[],0,0
Which planet was discovered by Johann Gottfired and Urbain Le Verrier ,"['http://dbpedia.org/resource/Johann_Gottfried_Galle', 'http://dbpedia.org/resource/Urbain_Le_Verrier']",['http://dbpedia.org/resource/Urbain_Le_Verrier'],1.0,0.5
where did the office holder died  who is successor to Elmer Burkett ,['http://dbpedia.org/resource/Elmer_Burkett'],['http://dbpedia.org/resource/Elmer_Burkett'],1.0,1.0
"Name the team for which Hensley Meulens played, whihc was also the debut team od Steve Ontiveros ","['http://dbpedia.org/resource/Steve_Ontiveros_(infielder)', 'http://dbpedia.org/resource/Hensley_Meulens']","['http://dbpedia.org/resource/Steve_Ontiveros', 'http://dbpedia.org/resource/Hensley_Meulens']",1.0,1.0
List the actors of  Lucy Sullivan Is Getting Married,['http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married'],['http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married'],1.0,1.0
Name the island with archipelago as Society Islands and has the largest city named Faaa ,"['http://dbpedia.org/resource/Faaa', 'http://dbpedia.org/resource/Society_Islands']","['http://dbpedia.org/resource/The_Society_Islands', 'http://dbpedia.org/resource/Faaa']",1.0,1.0
Who started at the pole position in both 1997 canadian grand prix and the 94 spanish one,"['http://dbpedia.org/resource/1997_Canadian_Grand_Prix', 'http://dbpedia.org/resource/1994_Spanish_Grand_Prix']","['http://dbpedia.org/resource/And_One', 'http://dbpedia.org/resource/Interstate_94_in_Minnesota', 'http://dbpedia.org/resource/Canadians', 'http://dbpedia.org/resource/Spanish', 'http://dbpedia.org/resource/1997', 'http://dbpedia.org/resource/1967_Canadian_Grand_Prix']",0.0,0.0
Who appointed the governor under whom Richard Winn served,['http://dbpedia.org/resource/Richard_Winn'],['http://dbpedia.org/resource/Richard_Winn'],1.0,1.0
What company involved in the development of Sherlock did Arthur Levinson work for,"['http://dbpedia.org/resource/Arthur_D._Levinson', 'http://dbpedia.org/resource/Sherlock_(software)']","['http://dbpedia.org/resource/Arthur_Levinson', 'http://dbpedia.org/resource/Sherlock']",1.0,1.0
Which tenants of the Master Card center is also th draft team of Sam Carrrick ,"['http://dbpedia.org/resource/MasterCard_Centre', 'http://dbpedia.org/resource/Sam_Carrick']","['http://dbpedia.org/resource/Mix_Master', 'http://dbpedia.org/resource/Sam_Carrick']",0.5,0.5
Who produced the TV shows for Fremantle Media,['http://dbpedia.org/resource/FremantleMedia'],['http://dbpedia.org/resource/Fremantle_Media'],1.0,1.0
What is the style of architecture of South Loop Printing House District ,['http://dbpedia.org/resource/South_Loop_Printing_House_District'],['http://dbpedia.org/resource/South_Loop_Printing_House_District'],1.0,1.0
Whose provides the service of  Outlook and also products  such as Visual Studio,"['http://dbpedia.org/resource/Outlook.com', 'http://dbpedia.org/resource/Microsoft_Visual_Studio']",['http://dbpedia.org/resource/Visual_Studio'],1.0,0.5
Is Ombla originate in Croatia,"['http://dbpedia.org/resource/Ombla', 'http://dbpedia.org/resource/Croatia']","['http://dbpedia.org/resource/Ombla', 'http://dbpedia.org/resource/Croatia']",1.0,1.0
What is the nationality of Newin Chidchob ,['http://dbpedia.org/resource/Newin_Chidchob'],['http://dbpedia.org/resource/Newin_Chidchob'],1.0,1.0
In which team did Dave Bing and Ron Reed started their basketball career,"['http://dbpedia.org/resource/Dave_Bing', 'http://dbpedia.org/resource/Ron_Reed']","['http://dbpedia.org/resource/Ron_Reed', 'http://dbpedia.org/resource/Dave_Bing']",1.0,1.0
Was Ganymede discovered by Galileo Galilei,"['http://dbpedia.org/resource/Ganymede_(moon)', 'http://dbpedia.org/resource/Galileo_Galilei']",['http://dbpedia.org/resource/Galileo_Galilei'],1.0,0.5
List some musicians associated with famous guitar players,['http://dbpedia.org/resource/Guitar'],"['http://dbpedia.org/resource/Musician', 'http://dbpedia.org/resource/Guitar_Xpress']",0.0,0.0
What are the awards won by the producer of Elizabeth: The Golden Age,['http://dbpedia.org/resource/Elizabeth:_The_Golden_Age_(soundtrack)'],['http://dbpedia.org/resource/Elizabeth'],1.0,1.0
With what company is the service OneDrive associated,['http://dbpedia.org/resource/OneDrive'],['http://dbpedia.org/resource/OneDrive'],1.0,1.0
"Name the university whose affiliations's foundation place is Washington, D.C.","['http://dbpedia.org/resource/Washington,_D.C.']","['http://dbpedia.org/resource/Washington,_D.C.']",1.0,1.0
Name presidents of the schools which have queen noor of Jordan as one of them ,['http://dbpedia.org/resource/Queen_Noor_of_Jordan'],['http://dbpedia.org/resource/Queen_Noor_of_Jordan'],1.0,1.0
Who appointed the governor under which Robert Witherspoon worked,['http://dbpedia.org/resource/Robert_Witherspoon'],['http://dbpedia.org/resource/Robert_Witherspoon'],1.0,1.0
Who is the producer of the song which is the previous work of He's a Liar ,"[""http://dbpedia.org/resource/He's_a_Liar""]","['http://dbpedia.org/resource/The_Producer', 'http://dbpedia.org/resource/Song', ""http://dbpedia.org/resource/He's_a_Liar""]",0.3333333333333333,1.0
"List the base currency of the country whose anthem is Oj, svijetla majska zoro.","['http://dbpedia.org/resource/Oj,_svijetla_majska_zoro']","['http://dbpedia.org/resource/Oj,_svijetla_majska_zoro']",1.0,1.0
Who gave the voice for Allen Walker ,['http://dbpedia.org/resource/Allen_Walker'],['http://dbpedia.org/resource/Allen_Walker'],1.0,1.0
Who is associated to Publius Servilius Vatia Isauricus  and Marcus Calpurnius Bibulus,"['http://dbpedia.org/resource/Publius_Servilius_Vatia_Isauricus_(consul_48_BC)', 'http://dbpedia.org/resource/Marcus_Calpurnius_Bibulus']","['http://dbpedia.org/resource/Publius_Servilius_Vatia_Isauricus', 'http://dbpedia.org/resource/Marcus_Calpurnius_Bibulus']",1.0,1.0
Who is the person that first ascented the Cathedral Peak and Mount Hoffmann,"['http://dbpedia.org/resource/Cathedral_Peak_(California)', 'http://dbpedia.org/resource/Mount_Hoffmann']","['http://dbpedia.org/resource/Me_First_and_the_Gimme_Gimmes', 'http://dbpedia.org/resource/Mount_Hoffmann', 'http://dbpedia.org/resource/Cathedral_Peak']",0.3333333333333333,0.5
What university campuses are situated in Indiana,['http://dbpedia.org/resource/Indiana'],['http://dbpedia.org/resource/Indiana_University'],0.0,0.0
Where is the swedish covenant hospital,['http://dbpedia.org/resource/Swedish_Covenant_Hospital'],['http://dbpedia.org/resource/Swedish_Covenant_Hospital'],1.0,1.0
Which composer of Girl from the North Country is the subsequent work of the Moondog Matinee,"['http://dbpedia.org/resource/Girl_from_the_North_Country', 'http://dbpedia.org/resource/Moondog_Matinee']",['http://dbpedia.org/resource/Girl_from_the_North_Country'],1.0,0.5
What is the television show whose vocals are performed by  April Stewart and Mona Marshall,"['http://dbpedia.org/resource/April_Stewart', 'http://dbpedia.org/resource/Mona_Marshall']","['http://dbpedia.org/resource/Mona_Marshall', 'http://dbpedia.org/resource/April_Stewart']",1.0,1.0
Name the members of  boards of Freedom of the City and Trinity House,"['http://dbpedia.org/resource/Freedom_of_the_City', 'http://dbpedia.org/resource/Trinity_House']","['http://dbpedia.org/resource/Freedom_of_the_City', 'http://dbpedia.org/resource/Trinity_House']",1.0,1.0
Was Reza Amrollahi born in Iran,"['http://dbpedia.org/resource/Reza_Amrollahi', 'http://dbpedia.org/resource/Iran']","['http://dbpedia.org/resource/Iran', 'http://dbpedia.org/resource/Reza_Amrollahi']",1.0,1.0
Which title of Zaman Shah Durrani is also the nationality of Salahuddin ,"['http://dbpedia.org/resource/Zaman_Shah_Durrani', 'http://dbpedia.org/resource/Salahuddin_Rabbani']","['http://dbpedia.org/resource/Salahuddin_Shah', 'http://dbpedia.org/resource/Zaman_Shah_Durrani']",1.0,1.0
In which war did Roh Tae Woo and Lee Leffingwell fight,"['http://dbpedia.org/resource/Roh_Tae-woo', 'http://dbpedia.org/resource/Lee_Leffingwell']","['http://dbpedia.org/resource/Lee_Leffingwell', 'http://dbpedia.org/resource/Roh_Tae_Woo']",1.0,1.0
list  the producer of the movies in which Rosemarie DeWitt in the star cast,['http://dbpedia.org/resource/Rosemarie_DeWitt'],['http://dbpedia.org/resource/Rosemarie_DeWitt'],1.0,1.0
What can be cooked out of things belonging to the order Sapindales,['http://dbpedia.org/resource/Sapindales'],['http://dbpedia.org/resource/Sapindales'],1.0,1.0
How many  TV shows were made by someone who was associated with Lewis Hamilton,['http://dbpedia.org/resource/Lewis_Hamilton'],['http://dbpedia.org/resource/Lewis_Hamilton'],1.0,1.0
What is the city whose mayor is Giorgos Kaminis,['http://dbpedia.org/resource/Giorgos_Kaminis'],['http://dbpedia.org/resource/Giorgos_Kaminis'],1.0,1.0
Name the alma mater of Michael hahn ,['http://dbpedia.org/resource/Michael_Hahn'],['http://dbpedia.org/resource/Michael_Hahn'],1.0,1.0
How many party leaders are there whose parties are headquartered in Berlin,['http://dbpedia.org/resource/Berlin'],['http://dbpedia.org/resource/Berlin'],1.0,1.0
How many total religions are followed by people whose hometown is somewhere in India,['http://dbpedia.org/resource/India'],['http://dbpedia.org/resource/India'],1.0,1.0
Who are the cast members of The Simpsons Ride,['http://dbpedia.org/resource/The_Simpsons_Ride'],['http://dbpedia.org/resource/The_Simpsons_Ride'],1.0,1.0
Which american football team  has stadium as O.co Coliseum,['http://dbpedia.org/resource/O.co_Coliseum'],['http://dbpedia.org/resource/American_football'],0.0,0.0
What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor,"['http://dbpedia.org/resource/The_Mating_Habits_of_the_Earthbound_Human', 'http://dbpedia.org/resource/Mams_Taylor']",['http://dbpedia.org/resource/Mams_Taylor'],1.0,0.5
List the products of Playboy Enterprises,['http://dbpedia.org/resource/Playboy_Enterprises'],['http://dbpedia.org/resource/Playboy_Enterprises'],1.0,1.0
Did Gwo Ka originate in Western Africa,"['http://dbpedia.org/resource/Gwo_ka', 'http://dbpedia.org/resource/West_Africa']","['http://dbpedia.org/resource/Western_Africa', 'http://dbpedia.org/resource/Gwo_ka']",1.0,1.0
What are some artists on the show whose opening theme is Send It On,"[""http://dbpedia.org/resource/Send_It_On_(Disney's_Friends_for_Change_song)""]","['http://dbpedia.org/resource/The_Daily_Show', 'http://dbpedia.org/resource/The_A&P_Gypsies', ""http://dbpedia.org/resource/Artist's_book""]",0.0,0.0
Which company has a product named Visual Studio and One Drive as service ,"['http://dbpedia.org/resource/OneDrive', 'http://dbpedia.org/resource/Microsoft_Visual_Studio']","['http://dbpedia.org/resource/Drive_one', 'http://dbpedia.org/resource/Visual_Studio']",1.0,1.0
Give me the total number of commander of the military conflicts whose commander is Roundhead (Wyandot).,['http://dbpedia.org/resource/Roundhead_(Wyandot)'],['http://dbpedia.org/resource/Roundhead_(Wyandot)'],1.0,1.0
Who is the player who plays for the team that has the Michigan Stadium,['http://dbpedia.org/resource/Michigan_Stadium'],['http://dbpedia.org/resource/Michigan_Stadium'],1.0,1.0
Which country's leader is David Johnston,['http://dbpedia.org/resource/David_Johnston'],['http://dbpedia.org/resource/David_Johnston'],1.0,1.0
How many factions have fought in wars where Francois Marie Le Marchand de Lignery was involved,['http://dbpedia.org/resource/François-Marie_Le_Marchand_de_Lignery'],['http://dbpedia.org/resource/François-Marie_Le_Marchand_de_Lignery'],1.0,1.0
Who is the leader of the town where the Myntdu river originates,['http://dbpedia.org/resource/Myntdu_River'],['http://dbpedia.org/resource/Myntdu_River'],1.0,1.0
List the movies whose editors are born in London.,['http://dbpedia.org/resource/London'],['http://dbpedia.org/resource/London'],1.0,1.0
"What is the incumbent of the Al Gore presidential campaign, 2000 and also the president of the Ann Lewis ","['http://dbpedia.org/resource/Al_Gore_presidential_campaign,_2000', 'http://dbpedia.org/resource/Ann_Lewis']","['http://dbpedia.org/resource/Ann_Lewis', 'http://dbpedia.org/resource/Al_Gore', 'http://dbpedia.org/resource/2000']",0.3333333333333333,0.5
Which royal person married the successor of Darius I,['http://dbpedia.org/resource/Darius_I'],['http://dbpedia.org/resource/Darius'],1.0,1.0
What is the region of the Kim Sawchuk which is also served by the Airtours International Airways ,"['http://dbpedia.org/resource/Kim_Sawchuk', 'http://dbpedia.org/resource/Airtours_International_Airways']","['http://dbpedia.org/resource/Nordic_Airways', 'http://dbpedia.org/resource/Kim_Sawchuk']",1.0,1.0
Where was Antonio Giannini born,['http://dbpedia.org/resource/Antonio_Giannini'],['http://dbpedia.org/resource/Antonio_Giannini'],1.0,1.0
Where was David Scherman trained ,['http://dbpedia.org/resource/David_Scherman'],['http://dbpedia.org/resource/David_Scherman'],1.0,1.0
Which company offer service of Outlook.com and OneDrive,"['http://dbpedia.org/resource/Outlook.com', 'http://dbpedia.org/resource/OneDrive']","['http://dbpedia.org/resource/Outlook.com', 'http://dbpedia.org/resource/OneDrive']",1.0,1.0
What is the province of Rouen Business School ,['http://dbpedia.org/resource/Rouen_Business_School'],['http://dbpedia.org/resource/Rouen_Business_School'],1.0,1.0
What religions do politicians in the Korean Minjoo Party follow,['http://dbpedia.org/resource/Minjoo_Party_of_Korea'],['http://dbpedia.org/resource/Minjoo_Party_(2014)'],0.0,0.0
Give me the total number of employer of the engineers whose one of the employer is McDonnell Aircraft ,['http://dbpedia.org/resource/McDonnell_Aircraft'],"['http://dbpedia.org/resource/Number_One', 'http://dbpedia.org/resource/McDonnell_Aircraft']",0.5,1.0
"What were the major actions taken by the politicians living in Gales Ferry, Connecticut","['http://dbpedia.org/resource/Gales_Ferry,_Connecticut']","['http://dbpedia.org/resource/Gales_Ferry,_Connecticut', 'http://dbpedia.org/resource/Connecticut']",0.5,1.0
"Where was Live in Detroit, MI recorded ","['http://dbpedia.org/resource/Live_in_Detroit,_MI']","['http://dbpedia.org/resource/Detroit', 'http://dbpedia.org/resource/Detroit,_MI']",0.0,0.0
who all have been a manager of english under twenty one football team,['http://dbpedia.org/resource/England_national_under-21_football_team'],['http://dbpedia.org/resource/English'],0.0,0.0
Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits,"['http://dbpedia.org/resource/Helsinki', 'http://dbpedia.org/resource/Danish_straits']","['http://dbpedia.org/resource/Danish_straits', 'http://dbpedia.org/resource/And_One', 'http://dbpedia.org/resource/Helsinki']",0.6666666666666666,1.0
What awards have been won by the executive producer of Timmy Time ,['http://dbpedia.org/resource/Timmy_Time'],['http://dbpedia.org/resource/Timmy_Time'],1.0,1.0
What is the district of Fort Heath radar station ,['http://dbpedia.org/resource/Fort_Heath_radar_station'],['http://dbpedia.org/resource/Fort_Heath_radar_station'],1.0,1.0
What is the common nickname given both to Harding academy and Lyons township high school,"['http://dbpedia.org/resource/Harding_Academy_(Memphis)', 'http://dbpedia.org/resource/Lyons_Township_High_School']","['http://dbpedia.org/resource/Lyons_Township_High_School', 'http://dbpedia.org/resource/Harding_Academy_High_School']",1.0,1.0
"Count all those who've played for the youth club which owns the Rosario, Santa Fe stadium.","['http://dbpedia.org/resource/Rosario,_Santa_Fe']","['http://dbpedia.org/resource/Rosario,_Santa_Fe', 'http://dbpedia.org/resource/Independiente_Santa_Fe']",0.5,1.0
What are some families of mammals in the animal kingdom,['http://dbpedia.org/resource/Animal'],"['http://dbpedia.org/resource/The_Mammals', 'http://dbpedia.org/resource/The_Animal_Kingdom', 'http://dbpedia.org/resource/Familien_Pille_som_Spejdere']",0.0,0.0
What is the profession of the Chris Myers (New Jersey) which is the governing body of Oahu Railway and Land Company ,"['http://dbpedia.org/resource/Chris_Myers_(New_Jersey)', 'http://dbpedia.org/resource/Oahu_Railway_and_Land_Company']","['http://dbpedia.org/resource/Oahu_Railway_and_Land_Company', 'http://dbpedia.org/resource/New_Jersey']",1.0,1.0
Count all the different purposes followed by the different NGOs.,['http://dbpedia.org/resource/Non-governmental_organization'],[],0,0
Which television show's developer is Brian Graden and voices to the character is by Isaac Hayes,"['http://dbpedia.org/resource/Brian_Graden', 'http://dbpedia.org/resource/Isaac_Hayes']","['http://dbpedia.org/resource/Brian_Graden', 'http://dbpedia.org/resource/Isaac_Hayes']",1.0,1.0
How many things are crossed over by bridges which can carry cars,['http://dbpedia.org/resource/Motor_vehicle'],"['http://dbpedia.org/resource/Bridges', 'http://dbpedia.org/resource/Z-Cars']",0.0,0.0
Did Steve Sampson manage a club of Santa Clara university,"['http://dbpedia.org/resource/Steve_Sampson', 'http://dbpedia.org/resource/Santa_Clara_University']","['http://dbpedia.org/resource/University_of_Santa_Clara', 'http://dbpedia.org/resource/Steve_Sampson']",1.0,1.0
Which arena of WPC Dynamo Moscow is death location of Tigran Petrosian >,"['http://dbpedia.org/resource/WPC_Dynamo_Moscow', 'http://dbpedia.org/resource/Tigran_Petrosian']","['http://dbpedia.org/resource/Tigran_Petrosian', 'http://dbpedia.org/resource/WPC_Dynamo_Moscow']",1.0,1.0
List the name of the soccer clubs whose chairman is Joan Laporta.,['http://dbpedia.org/resource/Joan_Laporta'],['http://dbpedia.org/resource/Joan_Laporta'],1.0,1.0
List all the layouts of the automobile whose one of the layout is four-wheel-drive layout ,"['http://dbpedia.org/resource/Front-engine,_four-wheel-drive_layout']","['http://dbpedia.org/resource/This_Is_the_One', 'http://dbpedia.org/resource/Front-engine,_four-wheel-drive_layout']",0.5,1.0
In which time zone is Pong Pha,['http://dbpedia.org/resource/Pong_Pha'],['http://dbpedia.org/resource/Pong_Pha'],1.0,1.0
